population,fertility,HIV,CO2,BMI_male,GDP,BMI_female,child_mortality,Poli.1,Poli.2,Poli.3,Poli.4,Poli.5,Poli.6,Poli.7,Poli.8,Poli.9,Poli.10,Poli.11,Poli.12,Poli.13,Poli.14,Poli.15,Poli.16,Poli.17,Poli.18,Poli.19,Poli.20,Poli.21,Poli.22,Poli.23,Poli.24,Poli.25,Poli.26,Poli.27,Poli.28,Poli.29,life
1.0,10050699.0,1.33,0.06,5.45323172371614,27.11568,23334.0,128.6968,7.2,13367429.67,603041.94,54808790.63232209,272531537.86032003,234523010466.0,1293492799.0632,72365032.8,0.0798,7.252798192542467,36.063854400000004,31034.22,171.166744,9.576,0.3271939034229684,1.6269408,1400.04,7.721807999999999,0.432,147.86808638613527,127245.70904119241,701.8134725007513,39.26326841075621,632717.27712,3489.701245824,195.232896,3003011.1311999997,168004.80000000002,926.61696,73.8
1.0,310033.0,2.12,0.3,6.8219030512941,27.20687,42294.0,118.7381,2.7,657269.9600000001,93009.9,2115015.0687018638,8435027.52671,13112535702.0,36812729.3573,837089.1000000001,0.636,14.462434468743494,57.6785644,89663.28,251.72477200000003,5.724000000000001,2.04657091538823,8.162061,12688.199999999999,35.62143,0.81,185.6026294691619,288525.5676514327,810.0198066948641,18.41913823849407,1150687.3597799998,3230.492050747,73.458549,5021909.2014,114193.8,320.59287,82.0
1.0,1197070109.0,2.64,0.32,1.5208494207295702,20.95956,3901.0,123.1274,65.6,3160265087.76,383062434.88,1820563381.8453333,25090062773.792038,4669770495209.0,147392130138.8866,78527799150.4,0.8448000000000001,4.0150424707260655,55.3332384,10298.640000000001,325.056336,173.184,0.4866718146334625,6.7070592,1248.32,39.400768,20.991999999999997,31.87633468474667,5932.833590266054,187.25823496593807,99.7677219998598,81763.24356,2580.6961279439997,1374.9471359999998,480319.9874,255905.59999999998,8077.157439999999,64.4
1.0,235360765.0,2.48,0.2,1.7550442204323995,21.85576,7856.0,126.4216,36.2,583694697.2,47072153.0,413068550.32979816,5143988393.2564,1848994169840.0,29754684488.524,8520059693.000001,0.496,4.352509666672351,54.2022848,19482.88,313.525568,89.77600000000001,0.3510088440864799,4.371152,1571.2,25.28432,7.240000000000001,38.35782527115762,13787.62739571693,221.87549841781663,63.53260077965287,171698.85056,2763.0401484159997,791.1785120000001,993168.0896,284387.2,4576.461920000001,69.5
1.0,72530693.0,1.88,0.2,7.89221094080634,25.31003,15955.0,125.1859,21.4,136357702.84,14506138.600000001,572427528.8388658,1835754015.75079,1157227206815.0,9079820080.828701,1552156830.1999998,0.376,14.837356568715919,47.5828564,29995.399999999998,235.349492,40.23199999999999,1.578442188161268,5.062006,3191.0,25.037180000000003,4.28,199.7520956781367,125920.22556056516,987.9935296146884,168.89331413325567,403821.52865,3168.4588845770004,541.634642,1997341.0345,341437.0,2678.97826,76.9
1.0,4480145.0,2.0,0.2,9.88253103434228,27.65325,47713.0,124.7801,4.5,8960290.0,896029.0,44275172.0008534,123890569.72125,213761158385.0,559032941.1145,20160652.5,0.4,19.76506206868456,55.3065,95426.0,249.5602,9.0,1.9765062068684562,5.5306500000000005,9542.6,24.956020000000002,0.9,273.28410132542564,471525.20324157324,1233.1432107183332,44.47138965454026,1319419.51725,3450.575300325,124.439625,5953632.9113,214708.5,561.51045,79.4
1.0,7093808.0,2.92,0.2,10.0011881389889,27.13151,28562.0,121.0838,4.9,20713919.36,1418761.6,70946508.42986457,192465722.69008,202613344096.0,858945229.1104,34759659.2,0.584,29.203469365847585,79.2240092,83401.04,353.56469599999997,14.308,2.00023762779778,5.426302,5712.400000000001,24.21676,0.9800000000000001,271.3473360048587,285653.9356258009,1210.981864383704,49.00582188104561,774930.1886199999,3285.1863305379998,132.944399,3458395.4956,139953.80000000002,593.31062,80.9
1.0,59319234.0,1.39,0.3,7.465942414501621,26.4802,37475.0,123.703,4.1,82453735.25999999,17795770.2,442873985.11634666,1570785180.1668,2222988294150.0,7337967203.502,243208859.39999998,0.417,10.377659956157252,36.807477999999996,52090.24999999999,171.94717,5.698999999999999,2.239782724350486,7.9440599999999995,11242.5,37.1109,1.2299999999999998,197.69964832448582,279786.1919834482,923.559474501094,30.610363899456644,992345.495,3275.6801806,108.56881999999999,4635769.925,153647.5,507.18229999999994,81.4
1.0,2717344.0,2.39,1.7,4.39145647399792,24.00421,8951.0,125.3685,18.9,6494452.16,4619484.8,11933097.900879404,65227696.018240005,24322946144.0,340669341.264,51357801.599999994,4.063,10.495580972855029,57.3700619,21392.89,299.630715,45.171,7.4654760057964635,40.807157,15216.699999999999,213.12644999999998,32.129999999999995,105.41344340770561,39307.92689875538,550.5503109604082,82.99852735856068,214861.68371,3009.371801385,453.67956899999996,1122173.4435,169173.9,2369.46465,75.5
1.0,127317900.0,1.34,0.06,9.53660568581438,23.50004,34800.0,121.9651,3.4,170605986.0,7639074.0,1214180609.0459466,2991975742.7159996,4430662920000.0,15528340405.29,432880860.0,0.0804,12.77905161899127,31.4900536,46632.0,163.43323400000003,4.556,0.5721963411488628,1.4100023999999998,2088.0,7.317906,0.204,224.11061508086533,331873.8778663404,1163.1330661309194,32.42445933176889,817801.392,2866.184728604,79.90013599999999,4244385.48,118320.0,414.68134000000003,82.6
1.0,15915966.0,2.51,0.1,14.7181042640708,26.29078,18797.0,128.8517,25.9,39949074.66,1591596.6,234252847.05140588,418443160.59348005,299172412902.0,2050799276.2422,412223519.4,0.251,36.9424417028177,65.9898578,47180.469999999994,323.41776699999997,65.00899999999999,1.47181042640708,2.6290780000000002,1879.7,12.88517,2.59,386.9504412237473,276656.2058517388,1896.4527552027714,381.19890043943366,494187.79166000005,3387.611697326,680.931202,2422025.4049,486842.3,3337.2590299999997,66.1
1.0,38244442.0,4.76,6.3,0.266308378184837,21.59258,2358.0,129.9341,71.0,182043543.92,240939984.6,10184815.323604064,825796173.4403601,90180394236.0,4969257151.2722,2715355382.0,29.988,1.267627880159824,102.7806808,11224.08,618.486316,337.96,1.677742782564473,136.033254,14855.4,818.58483,447.3,5.750284960626348,627.9551557598456,34.60253944190643,18.907894851123427,50915.303640000006,2805.6124489780004,1533.07318,306384.6078,167418.0,9225.3211,61.5
1.0,2144215.0,1.5,0.6,3.34184866312845,26.45693,20977.0,129.5746,10.5,3216322.5,1286529.0,7165642.03120997,56729346.15995,44979198055.0,277835800.939,22514257.5,0.8999999999999999,5.012772994692675,39.685395,31465.5,194.3619,15.75,2.00510919787707,15.874158,12586.199999999999,77.74476,6.3,88.41505615098299,70101.9594064455,433.01870378540366,35.089410962848724,554987.02061,3428.146121978,277.797765,2718086.3842,220258.5,1360.5333,72.3
1.0,4109389.0,1.57,0.1,3.996721795381,27.20117,14158.0,127.5037,11.3,6451740.73,410938.9,16424084.581998933,111780188.78513001,58180729462.0,523962302.23929995,46436095.7,0.15700000000000003,6.27485321874817,42.7058369,22228.06,200.180809,17.741000000000003,0.3996721795381,2.720117,1415.8000000000002,12.75037,1.1300000000000001,108.71550899886381,56585.5871790042,509.5968167817204,45.16295628780531,385114.16486,3468.249819329,307.37322100000006,1805197.3846,159985.40000000002,1440.79181,77.6
1.0,1972194.0,3.34,23.6,0.00861766941868,21.90157,2041.0,131.1361,114.2,6587127.96,46543778.400000006,16995.715921504183,43194144.944579996,4025247954.0,258625829.6034,225224554.8,78.824,0.0287830158583912,73.15124379999999,6816.94,437.994574,381.428,0.20337699828084801,516.877052,48167.600000000006,3094.81196,2695.1200000000003,0.18874049001007934,17.58866328352588,1.1300875586549624,0.9841378476132561,44701.10437,2872.086473677,2501.159294,267648.7801,233082.2,14975.74262,45.2
1.0,3672782.0,5.19,1.6,0.157352182794582,21.89537,588.0,131.2555,100.9,19061738.580000002,5876451.2,577920.2646286504,80416920.81934,2159595816.0,482072837.80100006,370583703.8,8.304,0.8166578287038806,113.6369703,3051.7200000000003,681.2160450000001,523.671,0.2517634924713312,35.032592,940.8000000000001,210.00880000000004,161.44000000000003,3.4452842625950066,92.52308348321421,20.653339428794258,15.876835243973323,12874.47756,2873.887737035,2209.2428330000002,77178.23400000001,59329.200000000004,13243.679950000002,61.0
1.0,3219802.0,1.42,0.1,4.49848339141717,26.86102,23223.0,130.8226,8.2,4572118.84,321980.2,14484225.820651786,86487165.91803999,74773461846.0,421222869.1252,26402376.4,0.142,6.3878464158123816,38.1426484,32976.659999999996,185.768092,11.643999999999998,0.449848339141717,2.686102,2322.3,13.08226,0.82,120.83385234652444,104468.27979888093,588.5032933220118,36.887563809620794,623793.46746,3514.028475052,220.26036399999998,3038093.2398,190428.59999999998,1072.7453199999998,72.0
1.0,485079.0,1.63,0.3,22.1680796908671,27.434040000000003,95001.0,122.3705,2.8,790678.7699999999,145523.69999999998,10753269.92836612,13307676.689160002,46082990079.0,59359359.7695,1358221.2,0.48899999999999993,36.13396989611337,44.7174852,154851.62999999998,199.463915,4.563999999999999,6.650423907260129,8.230212,28500.3,36.71115,0.84,608.1599849624357,2105989.7387120654,2712.7189958112526,62.070623134427876,2606261.2340400005,3357.1171918200007,76.815312,11625319.8705,266002.8,342.6374,80.7
1.0,19926798.0,4.79,0.2,0.099422147564091,21.40347,1528.0,132.8371,66.7,95449362.42,3985359.6,1981165.0512358334,426502623.18906,30448147344.0,2647018058.6057997,1329117426.6000001,0.9580000000000001,0.47623208683199586,102.5226213,7319.12,636.289709,319.493,0.0198844295128182,4.2806939999999996,305.6,26.56742,13.340000000000002,2.127978952723595,151.91704147793104,13.206949758185912,6.63145724252487,32704.502159999996,2843.1748847369995,1427.611449,202975.0888,101917.6,8860.23457,63.4
1.0,13904671.0,5.78,11.2,0.082469880821383,22.03468,674.0,133.939,101.1,80368998.38000001,155732315.2,1146716.5602305403,306384975.99028003,9371748254.0,1862377729.069,1405762238.1,64.736,0.4766759111475938,127.36045040000002,3895.7200000000003,774.16742,584.358,0.9236626651994895,246.788416,7548.799999999999,1500.1167999999998,1132.32,1.8171974335373116,55.58469967361214,11.045933367335216,8.33770495104182,14851.37432,2951.3030045200003,2227.706148,90274.886,68141.4,13541.232899999999,51.4
1.0,27197419.0,2.05,0.5,7.75223394597224,24.73069,19968.0,123.8593,8.0,55754708.949999996,13598709.5,210840754.81463036,672610938.08911,543078062592.0,3368653279.1467,217579352.0,1.025,15.89207958924309,50.697914499999996,40934.399999999994,253.911565,16.4,3.87611697298612,12.365345,9984.0,61.92965,4.0,191.7180945253162,154796.6074331737,960.1862699843595,62.01787156777792,493822.41792,3063.125951917,197.84552,2473222.5024,159744.0,990.8744,74.5
1.0,321026.0,2.38,0.06,3.27772576758378,23.21991,12029.0,123.3223,16.0,764041.88,19261.559999999998,1052235.1922643506,7454194.82766,3861621754.0,39589664.6798,5136416.0,0.14279999999999998,7.800987326849396,55.263385799999995,28629.02,293.507074,38.08,0.19666354605502678,1.3931946,721.74,7.399337999999999,0.96,76.10849732797628,39427.76325826529,404.21668042769716,52.44361228134048,279312.29738999996,2863.532706993,371.51856,1483443.9467,192464.0,1973.1568,78.2
1.0,14223403.0,6.82,1.0,0.041078866582895,21.78881,1602.0,128.0308,148.3,97003608.46000001,14223403.0,584281.2741917485,309911025.52043,22785891606.0,1821033664.8124,2109330664.9,6.82,0.28015787009534393,148.5996842,10925.640000000001,873.170056,1011.4060000000002,0.041078866582895,21.78881,1602.0,128.0308,148.3,0.8950596189900485,65.8083442657978,5.259360151701314,6.091995914243329,34905.67362,2789.6387753480003,3231.2805230000004,205105.34159999999,237576.6,18986.967640000003,55.8
1.0,406392.0,1.38,0.1,6.18277102166305,27.68361,27872.0,124.1571,6.6,560820.96,40639.200000000004,2512628.68103569,11250397.63512,11326957824.0,50456452.1832,2682187.1999999997,0.13799999999999998,8.532224009895009,38.2033818,38463.36,171.336798,9.107999999999999,0.618277102166305,2.7683610000000005,2787.2000000000003,12.41571,0.66,171.16142168302144,172326.19391579254,767.6349200137214,40.80628874297613,771597.5779200001,3437.116735131,182.711826,3460506.6912,183955.19999999998,819.4368599999999,81.4
1.0,3414552.0,4.94,0.7,0.613103977214908,22.62295,3356.0,129.9875,103.0,16867886.880000003,2390186.4,2093475.4116071183,77247239.1684,11459236512.0,443849078.1,351698856.0,3.458,3.0287336474416455,111.757373,16578.640000000003,642.1382500000001,508.82000000000005,0.4291727840504355,15.836064999999998,2349.2,90.99125000000001,72.1,13.870220621334001,2057.576947533231,79.69585323822285,63.14970965313552,75922.6202,2940.700713125,2330.16385,436238.05000000005,345668.0,13388.712500000001,63.6
1.0,1238013.0,1.58,0.9,3.07876289709044,25.15669,14615.0,130.8786,15.8,1956060.54,1114211.7,3811548.490515627,31144309.25697,18093559995.0,162029408.2218,19560605.400000002,1.4220000000000002,4.8644453774028955,39.747570200000006,23091.7,206.78818800000002,24.964000000000002,2.770886607381396,22.641021000000002,13153.5,117.79074000000001,14.22,77.4514837856061,44996.11974097678,402.9441777031409,48.64445377402895,367665.02435,3292.472367834,397.475702,1912790.739,230917.0,2067.8818800000004,72.1
1.0,114972821.0,2.35,0.3,4.26117186643567,27.42468,15826.0,122.1216,17.9,270186129.35,34491846.3,489918950.2499442,3153092824.6222796,1819559865146.0,14040664857.0336,2058013495.8999999,0.705,10.013753886123824,64.447998,37191.1,286.98576,42.065,1.278351559930701,8.227404,4747.8,36.63648,5.369999999999999,116.86127486200098,67437.30595821091,520.3811262041103,76.27497640919849,434022.98568,3349.1458010879996,490.90177199999994,1932696.4416,283285.39999999997,2185.97664,75.7
1.0,4111168.0,1.49,0.4,1.3133211868088002,24.2369,3890.0,129.9424,17.6,6125640.32,1644467.2000000002,5399284.036930362,99641967.69919999,15992443520.0,534215036.72319996,72356556.80000001,0.596,1.9568485683451122,36.112981,5796.1,193.614176,26.224,0.5253284747235201,9.69476,1556.0,51.97696,7.040000000000001,31.830834272566207,5108.819416686232,170.65610698478383,23.114452887834886,94281.541,3149.4009545599997,426.56944,505475.936,68464.0,2286.98624,69.6
1.0,2629666.0,2.37,0.06,3.7594868153666496,24.88385,7563.0,129.7504,34.8,6232308.42,157779.96,9886194.655817956,65436214.294099994,19888163958.0,341200215.36640006,91512376.8,0.1422,8.90998375241896,58.9747245,17924.31,307.50844800000004,82.476,0.22556920892199897,1.4930309999999998,453.78,7.785024000000001,2.0879999999999996,93.5505059905614,28432.998784617972,487.79491808854897,130.8301411747594,188196.55755,3228.68949104,865.9579799999999,981302.2752000001,263192.39999999997,4515.3139200000005,63.2
1.0,31350544.0,2.44,0.1,1.5940831352875,25.63182,6091.0,126.5284,35.8,76495327.36,3135054.4000000004,49975373.47248872,803571500.71008,190956163504.0,3966734171.4496,1122349475.1999998,0.244,3.8895628501015,62.5416408,14862.039999999999,308.72929600000003,87.35199999999999,0.15940831352875,2.5631820000000003,609.1,12.652840000000001,3.58,40.85925198872485,9709.560377036163,201.69678857491093,57.0681762432925,156123.41562,3243.153173688,917.619156,770684.4844000001,218057.8,4529.716719999999,73.3
1.0,22994867.0,5.54,11.4,0.104748301086439,21.93536,864.0,135.3949,114.4,127391563.18,262141483.8,2408673.2519586203,504400685.79712,19867565088.0,3113387717.9783,2630612784.8,63.156000000000006,0.580305588018872,121.5218944,4786.56,750.087746,633.7760000000001,1.1941306323854046,250.063104,9849.6,1543.50186,1304.16,2.2976916937194303,90.50253213868329,14.1823857507683,11.983205644288622,18952.15104,2969.935873664,2509.405184,116981.1936,98841.6,15489.176560000002,55.0
1.0,51030006.0,2.05,0.6,0.191053400032007,21.44932,2891.0,123.1421,87.2,104611512.3,30618003.599999998,9749456.149953717,1094558928.29592,147527747346.0,6283942101.8526,4449816523.2,1.2299999999999998,0.3916594700656143,43.971106,5926.549999999999,252.44130499999997,178.76,0.11463204001920418,12.869591999999999,1734.6,73.88526,52.32,4.097965514374528,552.3353794925322,23.526716892081406,16.65985648279101,62009.98412,2641.314308372,1870.3807040000002,356003.8111,252095.2,10737.99112,60.8
1.0,26325183.0,2.9,0.4,0.105412982603433,20.76344,1866.0,125.5561,50.7,76343030.7,10530073.200000001,2775016.0576111902,546601357.70952,49122791478.0,3305287309.2663,1334686778.1000001,1.16,0.3056976495499557,60.213975999999995,5411.4,364.11269,147.03,0.0421651930413732,8.305376,746.4000000000001,50.222440000000006,20.28,2.1887361395074247,196.70062553800597,13.235242985054894,5.344438217994053,38744.57904,2606.9765489839997,1052.706408,234287.6826,94606.20000000001,6365.69427,68.6
1.0,16519862.0,1.77,0.2,10.5330281250037,26.01541,47388.0,121.695,4.8,29240155.740000002,3303972.4000000004,174004171.06717986,429770983.07342,782843220456.0,2010384606.09,79295337.6,0.35400000000000004,18.64345978125655,46.0472757,83876.76,215.40015,8.496,2.10660562500074,5.203082,9477.6,24.339,0.96,274.0210452135025,499139.1367876753,1281.816857672325,50.558535000017756,1232818.24908,3165.94531995,124.87396799999999,5766882.659999999,227462.4,584.136,80.3
1.0,4285380.0,2.12,0.1,8.00908440122814,27.76893,32122.0,118.7421,6.4,9085005.6,428538.0,34321970.11133505,119000417.24340001,137654976360.0,508855020.49799997,27426432.0,0.21200000000000002,16.97925893060366,58.87013160000001,68098.64,251.733252,13.568000000000001,0.800908440122814,2.7768930000000003,3212.2000000000003,11.87421,0.6400000000000001,222.40370410179614,257267.80913625032,951.0155008790719,51.2581401678601,891993.56946,3297.341062953,177.72115200000002,3814233.7361999997,205580.80000000002,759.94944,80.2
1.0,5594524.0,2.72,0.2,0.7781516131060459,25.77291,4060.0,123.4792,28.1,15217105.280000001,1118904.8,4353387.875160488,144187163.54484,22713767440.0,690807347.9008,157206124.4,0.544,2.116572387648445,70.1023152,11043.2,335.86342400000007,76.43200000000002,0.15563032262120918,5.154582,812.0,24.695840000000004,5.620000000000001,20.05523149093694,3159.295549210546,96.08553866504407,21.86606032827989,104638.0146,3182.4183084720003,724.2187710000001,501325.552,114086.0,3469.7655200000004,75.2
1.0,15085130.0,7.59,0.8,0.063437108830928,21.21958,843.0,135.1021,141.3,114496136.7,12068104.0,956957.0335386969,320100122.84540004,12716764590.0,2038032741.773,2131528869.0000002,6.072,0.4814876560267435,161.0566122,6398.37,1025.424939,1072.467,0.0507496870647424,16.975664000000002,674.4000000000001,108.08168,113.04000000000002,1.346108805806583,53.477482744472304,8.570486620986918,8.963663477810128,17888.10594,2866.809819118,2998.3266540000004,113891.0703,119115.90000000001,19089.926730000003,59.7
1.0,151115683.0,6.02,3.6,0.6146896621193599,23.03322,4684.0,135.49200000000002,140.9,909716411.66,544016458.8000001,92889248.1242063,3480680771.98926,707825859172.0,20474966121.036003,21292199734.7,21.672,3.7004317659585464,138.65998439999998,28197.679999999997,815.6618400000001,848.218,2.212882783629696,82.91959200000001,16862.4,487.7712000000001,507.24,14.158282219320883,2879.206377367082,83.28553169987633,86.60977339261783,107887.60248,3120.8170442400005,3245.380698,634644.528,659975.6,19090.8228,58.0
1.0,4771633.0,1.96,0.1,10.5297687913484,26.93424000000001,65216.0,126.0266,3.6,9352400.68,477163.30000000005,50244192.247168146,128520308.41392004,311186817728.0,601352683.4378,17177878.8,0.196,20.638346831042867,52.791110400000015,127823.36,247.012136,7.056,1.0529768791348402,2.693424000000001,6521.6,12.60266,0.36000000000000004,283.6113197706878,686709.4014965773,1327.0309595597485,37.90716764885424,1756543.3958400006,3394.4306907840014,96.96326400000004,8218950.7456,234777.6,453.69576,80.7
1.0,2652281.0,2.89,0.1,15.5720804577084,26.241090000000003,47799.0,126.887,11.9,7665092.090000001,265228.10000000003,41301533.128451295,69598744.42629,126776379519.0,336539979.247,31562143.900000002,0.28900000000000003,45.00331252277728,75.83675010000002,138139.11000000002,366.70343,34.391000000000005,1.5572080457708402,2.6241090000000007,4779.900000000001,12.6887,1.1900000000000002,408.62836477796736,744329.8737980039,1975.894573037246,185.30775744672997,1254297.86091,3329.6531868300003,312.268971,6065071.713,568808.1,1509.9553,74.6
1.0,163096985.0,3.58,0.1,0.935618056464575,22.29914,4187.0,126.5196,95.5,583887206.3,16309698.5,152596484.12093192,3636922502.0929003,682887076195.0,20634965303.406,15575762067.5,0.35800000000000004,3.3495126421431785,79.8309212,14989.460000000001,452.94016799999997,341.89,0.0935618056464575,2.2299140000000004,418.70000000000005,12.65196,9.55,20.863478027631462,3917.4328024171755,118.37402225667543,89.35152439236691,93366.49918,2821.278273144,2129.5678700000003,529737.5652,399858.5,12082.621799999999,64.1
1.0,3498679.0,2.61,0.9,2.2237963430752403,26.26959,14033.0,122.6829,21.0,9131552.19,3148811.1,7780349.565794139,91908862.87161,49096962407.0,429228085.8891,73472259.0,2.3489999999999998,5.804108455426377,68.5636299,36626.13,320.202369,54.809999999999995,2.0014167087677164,23.642631,12629.7,110.41461000000001,18.900000000000002,58.4182181760859,31206.53408237485,272.8217843778654,46.699723204580046,368641.15647,3222.8294830110003,551.66139,1721609.1357,294693.0,2576.3409,77.1
1.0,6540267.0,4.07,0.9,0.53074633684253,25.01506,1982.0,120.0524,69.7,26618886.69,5886240.3,3471222.7522220835,163605171.42102,12962809194.0,785174749.9908,455856609.90000004,3.6630000000000003,2.1601375909490974,101.8112942,8066.740000000001,488.61326800000006,283.67900000000003,0.47767170315827706,22.513554,1783.8,108.04716,62.730000000000004,13.276651460896097,1051.9392396218946,63.71737152915416,36.993019677924345,49579.84892,3003.117989144,1743.5496819999998,237943.8568,138145.4,8367.65228,58.2
1.0,6047131.0,3.06,0.3,0.6985817458348059,25.54223,6684.0,123.615,25.7,18504220.86,1814139.3,4224415.331271776,154457210.84213,40419023604.0,747516098.5649999,155411266.7,0.9179999999999999,2.1376601422545063,78.1592238,20453.04,378.26189999999997,78.642,0.20957452375044178,7.662668999999999,2005.1999999999998,37.0845,7.709999999999999,17.843335625914154,4669.320389159843,86.35518251136953,17.95355086795451,170724.26532,3157.40276145,656.435311,826242.6599999999,171778.8,3176.9055,73.6
1.0,28642048.0,2.58,0.4,1.45013443843679,24.77041,9249.0,119.6368,23.2,73896483.84,11456819.200000001,41534820.192159586,709475272.19968,264910301952.0,3426642968.1664,664495513.6,1.032,3.7413468511669183,63.907657799999996,23862.420000000002,308.662944,59.856,0.580053775374716,9.908164,3699.6000000000004,47.85472,9.28,35.920424595199044,13412.293421101871,173.48944378437454,33.64311897173353,229101.52208999998,2963.4525870879997,574.673512,1106520.7632,214576.8,2775.5737599999998,76.8
1.0,90297115.0,3.26,0.06,0.8421206970145141,22.87263,5332.0,122.3459,33.4,294368594.9,5417826.899999999,76041069.42219974,2065332501.46245,481464217180.0,11047481802.0785,3015923641.0,0.19559999999999997,2.745313472267316,74.5647738,17382.32,398.84763399999997,108.88399999999999,0.050527241820870844,1.3723578,319.92,7.340754,2.004,19.261515118155085,4490.187556481389,103.03001458486804,28.12683128028477,121956.86316000001,2798.3725027170003,763.945842,652348.3388,178088.8,4086.35306,69.4
1.0,38525752.0,1.33,0.1,8.27076714913332,26.6738,19996.0,129.6765,6.7,51239250.160000004,3852575.2,318637524.0372573,1027628203.6976,770360936992.0,4995884679.228001,258122538.4,0.133,11.000120308347316,35.476154,26594.68,172.46974500000002,8.911000000000001,0.827076714913332,2.66738,1999.6000000000001,12.96765,0.67,220.61278878255234,165382.25991406987,1072.524136214587,55.414139899193245,533369.3048,3458.9650257000003,178.71446,2593011.294,133973.2,868.8325500000001,75.3
1.0,10577458.0,1.36,0.5,5.48692639969689,26.68445,27747.0,127.2631,4.1,14385342.88,5288729.0,58037733.54188507,282253649.1281,293492727126.0,1346120095.1998,43367577.8,0.68,7.462219903587771,36.290852,37735.920000000006,173.077816,5.576,2.743463199848445,13.342225,13873.5,63.63155,2.05,146.41561316639167,152245.7468123896,698.2832630972653,22.496398238757248,740413.43415,3395.9458287949997,109.40624499999998,3531169.2356999996,113762.7,521.7787099999999,79.2
1.0,1388962.0,2.2,0.06,48.7020615159807,28.13138,126076.0,126.3153,9.5,3055716.4000000004,83337.72,67645312.76735958,39073417.82756,175114773112.0,175447151.7186,13195139.0,0.132,107.14453533515756,61.889036000000004,277367.2,277.89366,20.900000000000002,2.922123690958842,1.6878828,7564.5599999999995,7.578917999999999,0.57,1370.0561992894293,6140161.107688783,6151.815511009557,462.6695844018167,3546691.86488,3553.423704114,267.24811,15925327.762799999,1197722.0,1199.99535,80.4
1.0,20741669.0,1.34,0.1,4.38344907454584,25.41069,18032.0,128.7553,16.1,27793836.46,2074166.9000000001,90920049.78258614,527060121.04161,374013775408.0,2670599814.5957003,333940870.90000004,0.134,5.873821759891427,34.0503246,24162.88,172.532102,21.574,0.43834490745458404,2.5410690000000002,1803.2,12.875530000000001,1.6100000000000003,111.38646556407123,79042.35371221059,564.392300627872,70.57353010018804,458205.56208,3271.761014157,409.11210900000003,2321715.5696,290315.2,2072.9603300000003,73.4
1.0,143123163.0,1.49,1.0,11.9827176136868,26.01131,22506.0,128.4903,13.5,213253512.87,143123163.0,1715004446.206667,3722820960.9735303,3221129906478.0,18389938150.818897,1932162700.5,1.49,17.854249244393333,38.7568519,33533.94,191.45054699999997,20.115,11.9827176136868,26.01131,22506.0,128.4903,13.5,311.68618249206764,269683.04261363513,1539.6629809979008,161.7666877847718,585410.54286,3342.201025293,351.152685,2891802.6917999997,303831.0,1734.6190499999998,67.6
1.0,9750314.0,5.06,2.9,0.054244469829612,22.55453,1173.0,135.1005,78.3,49336588.839999996,28275910.599999998,528900.6136022435,219913749.62241998,11437118322.0,1317272296.5570002,763449586.1999999,14.673999999999998,0.2744770173378367,114.12592179999999,5935.379999999999,683.60853,396.198,0.1573089625058748,65.408137,3401.7,391.79145,227.07,1.2234585221060787,63.62876311013488,7.328454996215497,4.247341987658619,26456.46369,3047.1282802650003,1766.019699,158472.88650000002,91845.9,10578.36915,62.2
1.0,12229703.0,5.11,0.8,0.461633711070406,21.92743,2162.0,130.2795,75.8,62493782.330000006,9783762.4,5645643.181178878,268165956.45329002,26440617886.0,1593279591.9885,927011487.4,4.088,2.3589482635697747,112.04916730000001,11047.820000000002,665.7282450000001,387.338,0.36930696885632486,17.541944,1729.6000000000001,104.22360000000002,60.64,10.122440885136553,998.0520833342179,60.14140906139696,34.991835299136774,47407.10366,2856.6946166850003,1662.0991940000001,281664.27900000004,163879.6,9875.1861,64.3
1.0,9109535.0,1.41,0.1,5.271222676540639,26.51495,12522.0,130.3755,8.0,12844444.35,910953.5,48018387.464740634,241538865.04825,114069597270.0,1187660180.3925,72876280.0,0.141,7.432423973922301,37.386079499999994,17656.02,183.82945499999997,11.28,0.527122267654064,2.651495,1252.2,13.03755,0.8,139.76620570734121,66006.25035564188,687.2382920653241,42.169781412325115,332020.20389999996,3456.8998637249997,212.1196,1632562.011,100176.0,1043.004,76.4
1.0,5521838.0,5.13,1.6,0.118255775422601,22.53139,1289.0,134.716,179.1,28327028.939999998,8834940.8,652989.2344479843,124414685.49481998,7117649182.0,743879928.008,988961185.8,8.208,0.6066521279179431,115.5860307,6612.57,691.09308,918.7829999999999,0.18920924067616163,36.050224,2062.4,215.54560000000004,286.56,2.664466995799038,152.4316945197327,15.930945041831118,21.179609378187838,29042.961709999996,3035.33873524,4035.3719489999994,173648.924,230859.9,24127.6356,55.9
1.0,4849641.0,1.28,0.1,4.11444075456769,23.83996,65991.0,121.1736,2.8,6207540.48,484964.10000000003,19953560.575422406,115615247.45436001,320032659231.0,587648458.6776,13578994.799999999,0.128,5.266484165846643,30.515148800000002,84468.48,155.102208,3.5839999999999996,0.41144407545676903,2.3839960000000002,6599.1,12.11736,0.27999999999999997,98.08810301126356,271516.05983467645,498.5615982176834,11.520434112789532,1573222.80036,2888.773777056,66.751888,7996367.037599999,184774.8,339.28607999999997,80.9
